Time,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Title,Brief Description,Documentation full Link,Notes,Comments
02:45 03:00,a,a,a,a,a,a,a,Dual Logging Test/Check,"Test that disabling and enabling Dual Logging on a company works for all four clusters.
$ dlog/dual=disable (company code)
$ dlog/dual=enable (company code)
Use any company for these tests.
Dual Logging Check
Check Dual Logging is not disabled for any companies and re-enable if necessary.
$ dlog * /show=disabled  (to check)
$ dlog/dual=enable COY  (to enable)",https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsysparm_article%3DKB0010309,,"$ dlog/dual=disable (company code)

$ dlog/dual=enable (company code)
$ dlog * /show=disabled  (to check)
$ dlog/dual=enable COY  (to enable)"
02:50 03:10,a,a,a,a,a,a,a,Last day of the month?  Hold the FILCHK queue,"At 02:50, on the last day of the month, we should hold the FILCHK queue. Starting it again at 03:10 (FSTCHG jobs). (DO NOT FORGET TO TAKE IT OFF HOLD). This is a reminder to everyone. this is on the monthly checksheet too!",,,
04:00,a,a,a,a,a,a,,ODR Reporting Suites Check,"Log on to the Reporting Suites page and ensure the service is active. Resubmit any failed jobs as necessary, any in error with Status ""Failed Skeys"" tick the box next to the job and click ""Approve Skey Errors"" at the top of the screen.",https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsys_kb_id%3D47d612561b9cc45ceede40c8cc4bcb87%26sysparm_rank%3D3%26sysparm_tsqueryId%3D25e4c00e1bbc0454eede40c8cc4bcbea,Please follow documentation on how to resubmit jobs.,http://csevgplansetlp2/Config/JobQueue
04:10,a,a,a,a,a,a,a,DUALLOGDISK_I8 Check,Ensure the DUALLOGDISK Backup AND Clone job runs to successful completion.,https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsysparm_article%3DKB0010467,,
04:45 05:00,a,a,a,a,a,a,a,Purge Dual Logging Files,"Purge all old Dual Logging log files.
$ dlog */purge/keep=12

Check the result is as expected using
$ dir SCRIP$BK_LOG:[rbos]rbos*.log;*

The number of files should equal the number in the /keep part of the command. If there are more than 12 files, but they?re a different version of the file (e.g. ;3) this is OK.",https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsysparm_article%3DKB0010309,,"$ dlog */purge/keep=12

$ dir SCRIP$BK_LOG:[rbos]rbos*.log;*"
05:00,a,a,a,a,a,a,a,Workflow Service Monitoring at 05:00 and 15:00,Check various Workflow services,https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsys_kb_id%3Db8b30b9cdbda734040b62c23ca96193f,,
05:00,a,a,a,a,a,a,a,Review of the HOLDING & PENDING JOBS 05:00,"This list should be meticulously checked. Any jobs that are holding should be investigated and action taken to resolve any potential, related issues.",,,
05:30,a,a,a,a,a,a,a,Broadcast Health Check,Operations are required to perform regular checks out of hours on the health and status of the Broadcast system,https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsys_kb_id%3Da5c3e579dbf13fc01cd6d77648961907%26sysparm_rank%3D1%26sysparm_tsqueryId%3D6e318758dbda734040b62c23ca961973,"IMPORTANT: if we receive a failure, check the links first before calling out.","http://brsavbcast1.emea.cshare.net/BroadcastHealthCheck/
http://brspvbcast1.emea.cshare.net/BroadcastHealthCheck/"
06:00,a,a,a,a,a,a,,ODR Reporting Suites Check,"Log on to the Reporting Suites page and ensure the service is active. Resubmit any failed jobs as necessary, any in error with Status ""Failed Skeys"" tick the box next to the job and click ""Approve Skey Errors"" at the top of the screen.",https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsys_kb_id%3D47d612561b9cc45ceede40c8cc4bcb87%26sysparm_rank%3D3%26sysparm_tsqueryId%3D25e4c00e1bbc0454eede40c8cc4bcbea,Please follow documentation on how to resubmit jobs.,http://csevgplansetlp2/Config/JobQueue
06:10,a,a,a,a,a,a,a,DUALLOGDISK_I9 Check,Ensure the DUALLOGDISK Backup AND Clone job runs to successful completion.,https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsysparm_article%3DKB0010467,,
06:30 06:40,a,a,a,a,a,a,a,Send the Service Centre Operations - iConnect/Jade Report,"Send the HML Shift report which would have been recorded throughout the shift. Ensure all incidents, call outs and batch timings are detailed correctly, as per procedure. Ensure this is sent by 06:30 each day. For the subject field please input  Service Centre Operations - iConnect/Jade Report - *yesterday?s date*. Ensure all UE Alerts in the Exceptions Summary are logged in an Issue Tracker.",https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsysparm_article%3DKB0010360,,!UK CTS ALL Iconnect & Jade Shift Reporting; CPU CTS Operations - Shift Report; Client Support Requests; ITServiceDelivery@computershare.co.uk; !UKCLSITStatusReports@computershare.co.uk
06:30,a,a,a,a,a,a,a,Equatex - Job monitoring Report,ACTIVE FROM 04/11 Ops will be receiving a daily report of batch jobs run at around 06:30 every morning. What you will need to do is review the failed jobs and escalate according to documentation. I have created a spreadsheet to filter everything you need from that report which is located in the Ops shared drive,https://computershare.service-now.com/nav_to.do?uri=%2Fkb_view.do%3Fsys_kb_id%3D279e1155db20c0948c78ce613996194b,,W:\CS Operations\Equatex\Job Report\DailyReport.xlsm
